Date,Open,High,Low,Close,Adj Close,Volume
1994-10-18,7.7519378662109375,7.8125,7.630814075469971,7.7519378662109375,1.268288254737854,418166
1994-10-19,7.8125,8.478681564331055,7.8125,8.418120384216309,1.377282738685608,249950
1994-10-20,8.539243698120117,8.781492233276367,8.478681564331055,8.478681564331055,1.3871889114379883,141590
1994-10-21,8.478681564331055,8.539243698120117,8.296996116638184,8.357558250427246,1.367374300956726,68731
1994-10-24,8.357558250427246,8.539243698120117,8.175871849060059,8.175871849060059,1.337647795677185,75749
1994-10-25,8.115309715270996,8.357558250427246,7.994185924530029,8.296996116638184,1.3574656248092651,65222
1994-10-26,8.175871849060059,8.296996116638184,8.175871849060059,8.175871849060059,1.3494682312011719,47678
1994-10-27,8.175871849060059,8.296996116638184,8.175871849060059,8.175871849060059,1.3494682312011719,34882
1994-10-28,8.175871849060059,8.236433982849121,8.054747581481934,8.054747581481934,1.329474687576294,41280
1994-10-31,8.115309715270996,8.175871849060059,8.054747581481934,8.054747581481934,1.329474687576294,33850
1994-11-01,8.054747581481934,8.115309715270996,7.994185924530029,8.054747581481934,1.329474687576294,34056
1994-11-02,8.054747581481934,8.115309715270996,7.8125,7.994185924530029,1.3194795846939087,75542
1994-11-03,8.054747581481934,8.115309715270996,7.933623790740967,7.933623790740967,1.3094831705093384,56554
1994-11-04,7.933623790740967,7.994185924530029,7.7519378662109375,7.7519378662109375,1.279495120048523,67699
1994-11-07,7.7519378662109375,7.8730621337890625,7.7519378662109375,7.7519378662109375,1.279495120048523,73478
1994-11-08,7.7519378662109375,7.8730621337890625,7.7519378662109375,7.8730621337890625,1.2994874715805054,106296
1994-11-09,7.8125,7.933623790740967,7.8125,7.8125,1.2894912958145142,61920
1994-11-10,7.7519378662109375,7.933623790740967,7.570251941680908,7.630814075469971,1.2595025300979614,76574
1994-11-11,7.691376209259033,7.691376209259033,7.388566017150879,7.570251941680908,1.2495079040527344,80909
1994-11-14,7.509689807891846,7.691376209259033,7.388566017150879,7.630814075469971,1.2595025300979614,65842
1994-11-15,7.449128150939941,7.630814075469971,7.388566017150879,7.449128150939941,1.2295149564743042,70382
1994-11-16,7.449128150939941,7.570251941680908,7.388566017150879,7.509689807891846,1.2395117282867432,85862
1994-11-17,7.388566017150879,7.570251941680908,7.388566017150879,7.570251941680908,1.2495079040527344,99485
1994-11-18,7.509689807891846,7.509689807891846,7.388566017150879,7.388566017150879,1.2195194959640503,113933
1994-11-21,7.509689807891846,7.630814075469971,7.388566017150879,7.509689807891846,1.2395117282867432,136843
1994-11-22,7.449128150939941,7.570251941680908,7.449128150939941,7.509689807891846,1.2395117282867432,93086
1994-11-23,7.449128150939941,7.570251941680908,7.449128150939941,7.570251941680908,1.2495079040527344,48504
1994-11-25,7.388566017150879,7.570251941680908,7.388566017150879,7.570251941680908,1.26161789894104,33850
1994-11-28,7.570251941680908,7.691376209259033,7.509689807891846,7.691376209259033,1.2818036079406738,68525
1994-11-29,7.691376209259033,7.7519378662109375,7.630814075469971,7.630814075469971,1.271710991859436,48091
1994-11-30,7.691376209259033,7.8125,7.630814075469971,7.7519378662109375,1.2918978929519653,72653
1994-12-01,7.7519378662109375,7.8125,7.691376209259033,7.8125,1.3019897937774658,68731
1994-12-02,7.7519378662109375,7.8125,7.691376209259033,7.691376209259033,1.2818036079406738,31579
1994-12-05,7.630814075469971,7.7519378662109375,7.630814075469971,7.691376209259033,1.2818036079406738,45614
1994-12-06,7.630814075469971,7.691376209259033,7.570251941680908,7.691376209259033,1.2818036079406738,43344
1994-12-07,7.570251941680908,7.691376209259033,7.570251941680908,7.691376209259033,1.2818036079406738,34056
1994-12-08,7.630814075469971,7.7519378662109375,7.630814075469971,7.630814075469971,1.271710991859436,38597
1994-12-09,7.570251941680908,7.691376209259033,7.570251941680908,7.630814075469971,1.271710991859436,72653
1994-12-12,7.691376209259033,7.7519378662109375,7.630814075469971,7.630814075469971,1.271710991859436,31992
1994-12-13,7.691376209259033,7.691376209259033,7.630814075469971,7.630814075469971,1.271710991859436,69350
1994-12-14,7.691376209259033,7.7519378662109375,7.570251941680908,7.7519378662109375,1.2918978929519653,112901
1994-12-15,7.7519378662109375,7.8730621337890625,7.691376209259033,7.7519378662109375,1.2918978929519653,44170
1994-12-16,7.8730621337890625,8.175871849060059,7.8125,7.994185924530029,1.3322702646255493,83386
1994-12-19,8.054747581481934,8.236433982849121,7.994185924530029,8.115309715270996,1.3524566888809204,79051
1994-12-20,7.994185924530029,8.115309715270996,7.8730621337890625,8.115309715270996,1.3524566888809204,57586
1994-12-21,8.054747581481934,8.175871849060059,8.054747581481934,8.115309715270996,1.3524566888809204,55109
1994-12-22,8.115309715270996,8.175871849060059,8.054747581481934,8.115309715270996,1.3524566888809204,59443
1994-12-23,8.115309715270996,8.175871849060059,8.054747581481934,8.054747581481934,1.342362403869629,45408
1994-12-27,7.994185924530029,8.175871849060059,7.8730621337890625,7.933623790740967,1.334214687347412,47059
1994-12-28,7.994185924530029,8.054747581481934,7.933623790740967,8.054747581481934,1.3545838594436646,42106
1994-12-29,7.994185924530029,7.994185924530029,7.933623790740967,7.994185924530029,1.344400405883789,65222
1994-12-30,7.994185924530029,8.296996116638184,7.933623790740967,8.296996116638184,1.3953232765197754,106296
1995-01-03,8.175871849060059,8.236433982849121,8.115309715270996,8.175871849060059,1.3749531507492065,47266
1995-01-04,8.115309715270996,8.175871849060059,7.994185924530029,7.994185924530029,1.344400405883789,21878
1995-01-05,7.994185924530029,8.115309715270996,7.933623790740967,8.054747581481934,1.3545838594436646,16099
1995-01-06,7.994185924530029,8.054747581481934,7.933623790740967,8.054747581481934,1.3545838594436646,16512
1995-01-09,8.054747581481934,8.296996116638184,8.054747581481934,8.236433982849121,1.385138988494873,49536
1995-01-10,8.357558250427246,8.357558250427246,8.175871849060059,8.236433982849121,1.385138988494873,20640
1995-01-11,8.175871849060059,8.357558250427246,8.175871849060059,8.236433982849121,1.385138988494873,16718
1995-01-12,8.236433982849121,8.357558250427246,8.236433982849121,8.357558250427246,1.405509352684021,27038
1995-01-13,8.357558250427246,8.478681564331055,8.357558250427246,8.418120384216309,1.4156944751739502,23736
1995-01-16,8.478681564331055,8.478681564331055,8.357558250427246,8.418120384216309,1.4156944751739502,21053
1995-01-17,8.418120384216309,8.478681564331055,8.357558250427246,8.418120384216309,1.4156944751739502,17338
1995-01-18,8.478681564331055,8.539243698120117,8.478681564331055,8.478681564331055,1.4258778095245361,31579
1995-01-19,8.478681564331055,8.59980583190918,8.418120384216309,8.478681564331055,1.4258778095245361,21878
1995-01-20,8.539243698120117,8.539243698120117,8.418120384216309,8.418120384216309,1.4156944751739502,20227
1995-01-23,8.478681564331055,8.720930099487305,8.418120384216309,8.59980583190918,1.446247935295105,43757
1995-01-24,8.660367965698242,8.660367965698242,8.539243698120117,8.539243698120117,1.4360631704330444,35088
1995-01-25,8.59980583190918,8.59980583190918,8.478681564331055,8.539243698120117,1.4360631704330444,22704
1995-01-26,8.418120384216309,8.59980583190918,8.418120384216309,8.539243698120117,1.4483882188796997,14448
1995-01-27,8.539243698120117,8.720930099487305,8.539243698120117,8.720930099487305,1.4792059659957886,39010
